wage
1000
1030
1150
1340
1390
1500
1550
1560
1570
1590
1610
1680
1720
1800
1810
1810
1810
1840
1860
1860
1870
1890
1930
1930
1970
1990
2010
2010
2010
2010
2050
2090
2090
2090
2160
2210
2220
2230
2290
2300
2310
2330
2330
2330
2380
2420
2420
2420
2420
2420
2420
2450
2480
2480
2480
2490
2510
2520
2520
2570
2580
2610
2610
2620
2620
2630
2630
2650
2660
2680
2680
2680
2680
2680
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2700
2720
2720
2740
2740
2760
2760
2770
2770
2780
2780
2780
2780
2780
2790
2790
2790
2790
2790
2790
2790
2790
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2800
2820
2820
2820
2820
2820
2820
2820
2820
2860
2860
2860
2860
2870
2870
2880
2880
2900
2900
2900
2900
2900
2900
2900
2930
2930
2930
2930
2930
2930
2930
2940
2940
2940
2940
2940
2940
2950
2960
2980
2980
2980
2980
2990
2990
3000
3000
3000
3010
3010
3020
3020
3020
3020
3020
3020
3020
3020
3040
3040
3050
3050
3050
3050
3050
3050
3050
3050
3050
3050
3060
3070
3080
3080
3090
3100
3100
3100
3100
3100
3100
3100
3100
3110
3110
3140
3140
3140
3140
3140
3160
3170
3180
3180
3210
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3220
3240
3250
3260
3260
3260
3260
3260
3260
3270
3290
3290
3290
3300
3300
3300
3300
3300
3310
3310
3310
3320
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3340
3350
3360
3360
3360
3360
3360
3360
3370
3400
3400
3410
3420
3420
3420
3420
3420
3420
3420
3430
3450
3450
3450
3450
3480
3490
3490
3490
3490
3500
3500
3500
3500
3500
3500
3510
3510
3530
3530
3530
3530
3530
3540
3540
3540
3550
3550
3550
3550
3570
3570
3570
3580
3580
3580
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3620
3640
3640
3650
3660
3660
3660
3660
3660
3660
3680
3690
3700
3700
3700
3710
3710
3720
3720
3720
3720
3720
3720
3720
3740
3740
3740
3760
3760
3760
3760
3760
3760
3760
3760
3760
3770
3780
3780
3790
3810
3810
3810
3820
3820
3820
3830
3850
3860
3860
3860
3860
3860
3860
3870
3870
3870
3870
3870
3890
3890
3900
3900
3900
3920
3930
3940
3940
3950
3950
3960
3960
3970
3990
3990
3990
3990
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4030
4060
4070
4070
4070
4070
4070
4090
4100
4110
4110
4120
4130
4140
4140
4150
4150
4160
4170
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4180
4190
4190
4190
4190
4190
4200
4210
4210
4220
4220
4220
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4230
4240
4250
4260
4260
4260
4260
4260
4270
4270
4280
4290
4310
4310
4310
4320
4320
4320
4330
4340
4340
4340
4340
4340
4350
4350
4350
4360
4360
4360
4390
4390
4390
4390
4390
4390
4390
4390
4390
4400
4400
4400
4410
4410
4410
4410
4420
4420
4420
4420
4420
4430
4430
4430
4430
4430
4430
4430
4430
4430
4430
4430
4450
4460
4480
4480
4480
4490
4510
4510
4510
4510
4510
4510
4510
4510
4520
4520
4530
4530
4530
4530
4530
4550
4550
4580
4590
4590
4600
4600
4600
4610
4620
4620
4630
4630
4630
4630
4630
4630
4630
4640
4650
4650
4650
4650
4650
4650
4650
4650
4650
4650
4650
4650
4660
4670
4670
4670
4690
4690
4690
4700
4710
4710
4710
4710
4720
4730
4730
4730
4740
4750
4750
4750
4750
4760
4770
4770
4780
4780
4790
4790
4790
4800
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4830
4840
4840
4850
4850
4850
4860
4870
4880
4880
4890
4890
4900
4900
4900
4910
4910
4920
4940
4950
4960
4980
4990
5000
5020
5020
5020
5020
5020
5020
5020
5020
5020
5020
5020
5020
5020
5020
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5030
5050
5060
5060
5060
5070
5070
5070
5070
5080
5100
5100
5100
5110
5110
5120
5150
5150
5150
5150
5160
5160
5170
5170
5180
5190
5200
5220
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5230
5240
5250
5250
5260
5270
5270
5270
5270
5270
5270
5280
5280
5290
5300
5300
5310
5350
5350
5350
5350
5350
5370
5370
5370
5380
5390
5410
5420
5420
5420
5420
5420
5420
5430
5430
5430
5430
5430
5430
5430
5430
5430
5440
5450
5460
5460
5470
5470
5480
5510
5510
5520
5520
5520
5520
5520
5530
5540
5540
5540
5540
5540
5540
5540
5560
5560
5560
5570
5570
5580
5580
5580
5580
5600
5600
5610
5610
5610
5610
5610
5620
5620
5620
5630
5630
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5640
5660
5670
5680
5680
5680
5690
5710
5720
5720
5720
5720
5730
5750
5750
5750
5750
5760
5780
5780
5790
5790
5800
5810
5810
5810
5810
5810
5810
5810
5810
5810
5810
5810
5810
5810
